Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
691;21100409130;"Frontiers of Information Technology and Electronic Engineering";journal;"20959230, 20959184";0,667;Q2;47;141;397;5279;1350;386;3,33;37,44;31,59;0;17;China;Asiatic Region;"Zhejiang University";"2015-2023";"Computer Networks and Communications (Q2); Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Signal Processing (Q2)";"Computer Science; Engineering"
692;12443;"Real-Time Systems";journal;"09226443, 15731383";0,666;Q2;60;19;57;562;111;49;1,31;29,58;14,29;0;0;Netherlands;Western Europe;"Springer Netherlands";"1989-2023";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Modeling and Simulation (Q2)";"Computer Science; Engineering; Mathematics"
693;21101077282;"Frontiers in Nanotechnology";journal;"26733013";0,665;Q2;21;108;120;8432;578;114;4,77;78,07;31,89;0;41;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Atomic and Molecular Physics, and Optics (Q2); Biomedical Engineering (Q2); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2)";"Computer Science; Engineering; Materials Science; Physics and Astronomy"
694;21101082054;"Journal of Safety Science and Resilience";journal;"26664496, 20967527";0,665;Q2;15;35;45;2245;340;41;7,56;64,14;33,33;0;19;China;Asiatic Region;"KeAi Communications Co.";"2020-2023";"Safety Research (Q1); Computer Science Applications (Q2); Management Science and Operations Research (Q2); Safety, Risk, Reliability and Quality (Q2); Statistics, Probability and Uncertainty (Q2)";"Computer Science; Decision Sciences; Engineering; Social Sciences"
695;21100240100;"Sustainability";journal;"20711050";0,664;Q2;169;16959;31952;1062932;144257;31685;4,36;62,68;38,36;350;12104;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2009-2023";"Geography, Planning and Development (Q1); Computer Networks and Communications (Q2); Energy Engineering and Power Technology (Q2); Environmental Science (miscellaneous) (Q2); Hardware and Architecture (Q2); Management, Monitoring, Policy and Law (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Computer Science; Energy; Environmental Science; Social Sciences"
696;19700186871;"Transactions on Data Privacy";journal;"18885063, 20131631";0,663;Q2;28;7;23;412;38;23;2,15;58,86;28,57;0;0;Spain;Western Europe;"University of Skovde";"2009-2023";"Software (Q2); Statistics and Probability (Q2)";"Computer Science; Mathematics"
697;21100223111;"Information (Switzerland)";journal;"20782489";0,662;Q2;59;583;1503;29151;6085;1478;3,92;50,00;30,49;6;135;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2010-2023";"Information Systems (Q2)";"Computer Science"
698;21100398003;"International Journal of Information and Learning Technology";journal;"20564899, 20564880";0,662;Q2;38;31;91;1674;323;89;3,84;54,00;46,88;0;16;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2023";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Education (Q2)";"Computer Science; Social Sciences"
699;5700165206;"Complex Analysis and Operator Theory";journal;"16618262, 16618254";0,660;Q2;28;116;403;3031;361;402;0,74;26,13;21,26;0;0;Switzerland;Western Europe;"Birkhauser Verlag Basel";"2007-2023";"Applied Mathematics (Q2); Computational Mathematics (Q2); Computational Theory and Mathematics (Q2)";"Computer Science; Mathematics"
700;21101052354;"Frontiers in Big Data";journal;"2624909X";0,659;Q2;24;135;221;6821;904;209;3,51;50,53;34,46;1;31;Switzerland;Western Europe;"Frontiers Media SA";"2018-2023";"Artificial Intelligence (Q2); Computer Science (miscellaneous) (Q2); Information Systems (Q2)";"Computer Science"
701;19700182320;"Advances in Human-Computer Interaction";journal;"16875893, 16875907";0,658;Q2;29;22;44;1030;251;42;4,15;46,82;30,16;1;3;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2023";"Human-Computer Interaction (Q2)";"Computer Science"
702;19900191732;"Argument and Computation";journal;"19462166, 19462174";0,658;Q2;25;13;44;626;74;41;1,57;48,15;29,63;0;1;United Kingdom;Western Europe;"IOS Press";"2010-2023";"Linguistics and Language (Q1); Artificial Intelligence (Q2); Computational Mathematics (Q2); Computer Science Applications (Q2)";"Computer Science; Mathematics; Social Sciences"
703;21100855984;"Advanced Modeling and Simulation in Engineering Sciences";journal;"22137467";0,656;Q2;24;24;87;1387;258;87;3,26;57,79;19,28;0;2;United Kingdom;Western Europe;"SpringerOpen";"2014-2023";"Engineering (miscellaneous) (Q1); Applied Mathematics (Q2); Computer Science Applications (Q2); Modeling and Simulation (Q2)";"Computer Science; Engineering; Mathematics"
704;22545;"Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences";journal;"10002383";0,656;Q2;50;367;958;18926;2116;958;2,13;51,57;30,12;0;59;China;Asiatic Region;"China University of Geosciences";"1981, 2001-2023";"Building and Construction (Q2); Computer Science Applications (Q2); Earth and Planetary Sciences (miscellaneous) (Q2)";"Computer Science; Earth and Planetary Sciences; Engineering"
705;19900193217;"Journal of Emerging Technologies in Accounting";journal;"15541908, 15587940";0,654;Q2;26;34;78;1398;227;71;2,19;41,12;53,16;0;7;United States;Northern America;"American Accounting Association";"2009-2023";"Accounting (Q2); Computer Science Applications (Q2)";"Business, Management and Accounting; Computer Science"
706;17979;"Medical and Biological Engineering and Computing";journal;"17410444, 01400118";0,653;Q2;111;238;579;10984;2226;579;3,63;46,15;32,68;0;65;Germany;Western Europe;"Springer Verlag";"1977-2023";"Biomedical Engineering (Q2); Computer Science Applications (Q2)";"Computer Science; Engineering"
707;21101062832;"Frontiers in Computer Science";journal;"26249898";0,652;Q2;21;176;189;8687;643;180;2,93;49,36;36,99;5;29;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2)";"Computer Science"
708;18156;"Computer Applications in Engineering Education";journal;"10990542, 10613773";0,651;Q2;42;120;359;5881;1329;356;3,99;49,01;27,53;1;43;United States;Northern America;"John Wiley &amp; Sons Inc.";"1992-2023";"Engineering (miscellaneous) (Q1); Computer Science (miscellaneous) (Q2); Education (Q2)";"Computer Science; Engineering; Social Sciences"
709;29114;"Engineering Optimization";journal;"0305215X, 10290273";0,651;Q2;76;114;373;4013;1145;372;3,11;35,20;23,29;0;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-2023";"Applied Mathematics (Q2); Computer Science Applications (Q2); Control and Optimization (Q2); Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
710;14500154733;"Operational Research";journal;"11092858, 18661505";0,651;Q2;34;189;250;9801;748;246;2,84;51,86;27,02;1;50;Germany;Western Europe;"Springer Verlag";"2009-2023";"Computational Theory and Mathematics (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2); Statistics, Probability and Uncertainty (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics"
711;21100200804;"ACM Transactions on Management Information Systems";journal;"21586578, 2158656X";0,650;Q2;38;32;93;1851;314;89;3,16;57,84;24,79;0;12;United States;Northern America;"Association for Computing Machinery (ACM)";"2010-2023";"Computer Science (miscellaneous) (Q2); Management Information Systems (Q2)";"Business, Management and Accounting; Computer Science"
712;21101081712;"IEEE Open Journal of Signal Processing";journal;"26441322";0,650;Q2;12;28;61;1492;179;59;2,93;53,29;11,25;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2020-2023";"Signal Processing (Q2)";"Computer Science"
713;24595;"Chemometrics and Intelligent Laboratory Systems";journal;"01697439, 18733239";0,649;Q2;144;167;535;7680;2280;532;4,17;45,99;33,56;0;45;Netherlands;Western Europe;"Elsevier B.V.";"1986-2023";"Analytical Chemistry (Q2); Computer Science Applications (Q2); Process Chemistry and Technology (Q2); Software (Q2); Spectroscopy (Q2)";"Chemical Engineering; Chemistry; Computer Science"
714;21101063730;"IET Smart Cities";journal;"26317680";0,649;Q2;16;25;62;850;207;49;3,38;34,00;26,47;2;24;United Kingdom;Western Europe;"Institution of Engineering and Technology";"2019-2023";"Urban Studies (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)";"Computer Science; Engineering; Social Sciences"
715;4100151705;"Informatics in Education";journal;"16485831";0,649;Q2;30;31;82;1443;329;82;3,60;46,55;42,05;1;13;Lithuania;Eastern Europe;"Vilnius University Institute of Data Science and Digital Technologies";"2006-2023";"Communication (Q1); Computer Science Applications (Q2); Education (Q2)";"Computer Science; Social Sciences"
716;21100220372;"International Journal of Mobile Learning and Organisation";journal;"17467268, 1746725X";0,647;Q2;29;25;74;1286;209;68;2,17;51,44;44,44;0;12;Switzerland;Western Europe;"Inderscience";"2007, 2010-2023";"Computer Science Applications (Q2); Education (Q2); E-learning (Q2)";"Computer Science; Social Sciences"
717;19600166316;"Journal of Internet Services and Applications";journal;"18674828, 18690238";0,646;Q2;32;8;46;322;155;45;1,88;40,25;23,53;0;2;Brazil;Latin America;"Brazilian Computing Society";"2010-2023";"Computer Networks and Communications (Q2); Computer Science Applications (Q2)";"Computer Science"
718;23746;"Computer";trade journal;"00189162";0,645;Q2;181;190;449;2779;1094;449;2,18;14,63;22,07;0;24;United States;Northern America;"IEEE Computer Society";"1970-2023";"Computer Science (miscellaneous) (Q2)";"Computer Science"
719;145295;"4OR";journal;"16142411, 16194500";0,644;Q2;46;28;69;1172;182;60;2,23;41,86;13,70;0;2;Germany;Western Europe;"";"2003-2023";"Computational Theory and Mathematics (Q2); Management Information Systems (Q2); Management Science and Operations Research (Q2); Theoretical Computer Science (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics"
720;21100791701;"Journal of Pathology Informatics";journal;"22295089, 21533539";0,644;Q2;28;77;107;2530;326;96;2,44;32,86;38,61;0;43;India;Asiatic Region;"Elsevier B.V.";"2012, 2016-2023";"Computer Science Applications (Q2); Health Informatics (Q2); Pathology and Forensic Medicine (Q2)";"Computer Science; Medicine"
721;21100897951;"Journal of Interactive Media in Education";journal;"1365893X";0,642;Q2;15;9;63;348;202;57;2,89;38,67;53,33;0;1;United Kingdom;Western Europe;"Ubiquity Press";"2018-2023";"Communication (Q1); Computer Networks and Communications (Q2); Education (Q2)";"Computer Science; Social Sciences"
722;23671;"Speech Communication";journal;"01676393";0,640;Q2;117;85;205;5054;816;204;3,87;59,46;33,22;0;6;Netherlands;Western Europe;"Elsevier B.V.";"1982-2023";"Communication (Q1); Linguistics and Language (Q1); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Modeling and Simulation (Q2); Software (Q2)";"Computer Science; Mathematics; Social Sciences"
723;22078;"Systems Engineering";journal;"15206858, 10981241";0,640;Q2;58;36;115;1917;335;112;3,26;53,25;18,18;1;7;United States;Northern America;"John Wiley &amp; Sons Inc.";"1998-2023";"Computer Networks and Communications (Q2); Hardware and Architecture (Q2)";"Computer Science"
724;19300156904;"Communications of the Association for Information Systems";journal;"15293181";0,638;Q2;59;79;220;6813;579;214;2,50;86,24;29,55;0;19;United States;Northern America;"Association for Information Systems";"2006, 2009-2023";"Information Systems (Q2)";"Computer Science"
725;21100830173;"PeerJ Computer Science";journal;"23765992";0,638;Q2;47;360;626;19058;2828;626;4,70;52,94;28,73;0;80;United States;Northern America;"PeerJ Inc.";"2015-2023";"Computer Science (miscellaneous) (Q2)";"Computer Science"
726;15069;"World Patent Information";journal;"01722190";0,637;Q2;37;33;97;1357;221;88;2,81;41,12;30,16;0;6;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2023";"Library and Information Sciences (Q1); Bioengineering (Q2); Computer Science Applications (Q2); Energy Engineering and Power Technology (Q2); Fuel Technology (Q2); Process Chemistry and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Chemical Engineering; Computer Science; Energy; Social Sciences"
727;19268;"International Journal of High Performance Computing Applications";journal;"10943420, 17412846";0,636;Q2;67;36;169;1553;480;159;2,95;43,14;13,95;0;6;United States;Northern America;"SAGE Publications Inc.";"1987-2023";"Hardware and Architecture (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
728;19700175752;"Logical Methods in Computer Science";journal;"18605974";0,635;Q2;41;116;283;4643;291;283;1,07;40,03;13,99;0;1;Germany;Western Europe;"Technischen Universitat Braunschweig";"2005-2023";"Computer Science (miscellaneous) (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
729;19700175286;"Evolving Systems";journal;"18686486, 18686478";0,630;Q2;35;56;165;2978;551;160;3,51;53,18;21,08;0;4;Germany;Western Europe;"";"2010-2023";"Computer Science Applications (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Modeling and Simulation (Q2)";"Computer Science; Engineering; Mathematics"
730;17700156101;"Journal on Multimodal User Interfaces";journal;"17837677, 17838738";0,629;Q2;33;26;93;1605;321;85;3,79;61,73;21,70;1;3;Germany;Western Europe;"Springer Verlag";"2008-2023";"Human-Computer Interaction (Q2); Signal Processing (Q2)";"Computer Science"
731;21100900141;"Pixel-Bit, Revista de Medios y Educacion";journal;"11338482, 21717966";0,629;Q2;17;30;90;1323;280;90;3,08;44,10;57,14;0;15;Spain;Western Europe;"Universidad de Sevilla";"2018-2023";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Education (Q2); Information Systems (Q2)";"Computer Science; Social Sciences"
732;21100829272;"Electronics (Switzerland)";journal;"20799292";0,628;Q2;83;4217;6934;173527;25220;6860;3,58;41,15;26,12;8;869;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2023";"Computer Networks and Communications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Signal Processing (Q2)";"Computer Science; Engineering"
733;21101024218;"Applied System Innovation";journal;"25715577";0,626;Q2;27;126;191;6889;903;188;5,30;54,67;30,42;0;59;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2018-2023";"Applied Mathematics (Q2); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2); Industrial and Manufacturing Engineering (Q2); Information Systems (Q2)";"Computer Science; Engineering; Mathematics"
734;25592;"Journal of Visual Communication and Image Representation";journal;"10473203, 10959076";0,626;Q2;96;197;733;10116;2619;733;3,17;51,35;31,19;0;1;United States;Northern America;"Academic Press Inc.";"1990-2023";"Media Technology (Q1); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Signal Processing (Q2)";"Computer Science; Engineering"
735;21100836334;"Publications";journal;"23046775";0,626;Q2;24;50;174;2542;571;164;3,84;50,84;40,46;4;10;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2023";"Communication (Q1); Library and Information Sciences (Q1); Media Technology (Q1); Business and International Management (Q2); Computer Science Applications (Q2)";"Business, Management and Accounting; Computer Science; Engineering; Social Sciences"
736;21101090720;"Frontiers in Digital Health";journal;"2673253X";0,624;Q2;21;270;234;12953;746;228;3,19;47,97;45,46;6;96;Switzerland;Western Europe;"Frontiers Media SA";"2019-2023";"Biomedical Engineering (Q2); Computer Science Applications (Q2); Medicine (miscellaneous) (Q2); Health Informatics (Q3)";"Computer Science; Engineering; Medicine"
737;25461;"Informatica";journal;"08684952";0,624;Q2;45;36;95;1867;422;95;3,44;51,86;30,00;0;4;Netherlands;Western Europe;"IOS Press BV";"1990-2023";"Applied Mathematics (Q2); Information Systems (Q2)";"Computer Science; Mathematics"
738;22315;"Personal and Ubiquitous Computing";journal;"16174909, 16174917";0,623;Q2;97;102;218;3911;762;205;3,19;38,34;26,40;0;18;United Kingdom;Western Europe;"Springer London";"1997-2023";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Management Science and Operations Research (Q2)";"Computer Science; Decision Sciences; Social Sciences"
739;21101028344;"Art of Discrete and Applied Mathematics";journal;"25909770";0,622;Q2;6;28;99;653;40;93;0,41;23,32;22,22;0;0;Slovenia;Eastern Europe;"University of Primorska";"2018-2023";"Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2)";"Computer Science; Mathematics"
